Make,Model,Vehicle_Class,Engine_Size(L),Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City_(L/100_km),Fuel_Consumption_Hwy_(L/100_km),Fuel_Consumption_Comb_(L/100_km),Fuel_Consumption_Comb_(mpg),CO2_Emissions(g/km),Fuel_Type_name,Transmission_Name
JEEP,Gladiator 4X4,PICKUP TRUCK - STANDARD,3.6,6,M6,X,14.3,10.4,12.6,22,296,regular gasoline,manual
JEEP,Grand Cherokee 4X4,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265,regular gasoline,automatic
JEEP,Grand Cherokee 4X4,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331,regular gasoline,automatic
JEEP,Grand Cherokee 4X4 Trackhawk,SUV - STANDARD,6.2,8,A8,Z,20.9,13.8,17.7,16,413,premium gasoline,automatic
JEEP,Grand Cherokee 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368,premium gasoline,automatic
JEEP,Renegade,SUV - SMALL,1.3,4,A9,X,9.8,7.4,8.7,32,204,regular gasoline,automatic
JEEP,Renegade,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222,regular gasoline,automatic
JEEP,Renegade 4X4,SUV - SMALL,1.3,4,A9,X,10.1,8.1,9.2,31,216,regular gasoline,automatic
JEEP,Renegade 4X4 Trailhawk,SUV - SMALL,1.3,4,A9,X,10.8,8.7,9.9,29,230,regular gasoline,automatic
JEEP,Renegade 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.2,9.8,29,230,regular gasoline,automatic
JEEP,Wrangler 4X4,SUV - SMALL,2,4,A8,X,10.7,9.8,10.3,27,241,regular gasoline,automatic
JEEP,Wrangler 4X4,SUV - SMALL,3.6,6,A8,X,12.8,10.4,11.8,24,274,regular gasoline,automatic
JEEP,Wrangler 4X4 eTorque,SUV - SMALL,3.6,6,A8,X,12,9.8,11,26,259,regular gasoline,automatic
JEEP,Wrangler 4X4,SUV - SMALL,3.6,6,M6,X,13.7,9.6,11.8,24,277,regular gasoline,manual
JEEP,Wrangler Unlimited 4X4,SUV - SMALL,2,4,A8,X,11.5,10.9,11.2,25,263,regular gasoline,automatic
JEEP,Wrangler Unlimited 4X4 eTorque,SUV - SMALL,2,4,A8,X,11.3,10.5,10.9,26,257,regular gasoline,automatic
JEEP,Wrangler Unlimited 4X4 EcoDiesel,SUV - SMALL,3,6,A8,D,10.6,8.1,9.5,30,255,diesel,automatic
JEEP,Wrangler Unlimited 4X4,SUV - SMALL,3.6,6,A8,X,12.9,10.7,11.9,24,280,regular gasoline,automatic
JEEP,Wrangler Unlimited 4X4 eTorque,SUV - SMALL,3.6,6,A8,X,12.6,10.7,11.8,24,276,regular gasoline,automatic
JEEP,Wrangler Unlimited 4X4,SUV - SMALL,3.6,6,M6,X,13.8,10.1,12.2,23,285,regular gasoline,manual
KIA,Forte,MID-SIZE,1.6,4,AM7,X,8.7,6.6,7.8,36,184,regular gasoline,automated manual
KIA,Forte,MID-SIZE,2,4,AV,X,7.9,5.9,7,40,165,regular gasoline,continuously variable
KIA,Forte,MID-SIZE,2,4,M6,X,8.6,6.4,7.6,37,180,regular gasoline,manual
KIA,Forte 5,FULL-SIZE,1.6,4,AM7,X,8.9,6.9,8,35,190,regular gasoline,automated manual
KIA,Forte 5,FULL-SIZE,2,4,AV,X,8,6,7.1,40,169,regular gasoline,continuously variable
KIA,Niro,STATION WAGON - SMALL,1.6,4,AM6,X,4.6,5.1,4.8,59,114,regular gasoline,automated manual
KIA,Niro FE,STATION WAGON - SMALL,1.6,4,AM6,X,4.5,4.8,4.7,60,110,regular gasoline,automated manual
KIA,Niro Touring,STATION WAGON - SMALL,1.6,4,AM6,X,5.1,5.8,5.4,52,129,regular gasoline,automated manual
KIA,Optima,FULL-SIZE,2.4,4,AS6,X,9.5,7.1,8.4,34,199,regular gasoline,automatic with select shift
KIA,Optima Hybrid,MID-SIZE,2,4,AM6,X,5.9,5.2,5.6,50,132,regular gasoline,automated manual
KIA,Rio,COMPACT,1.6,4,AV,X,7.2,5.9,6.6,43,151,regular gasoline,continuously variable
KIA,Rio,COMPACT,1.6,4,M6,X,7.8,6,7,40,167,regular gasoline,manual
KIA,Sedona,MINIVAN,3.3,6,AS8,X,12.7,9.9,11.5,25,271,regular gasoline,automatic with select shift
KIA,Sorento AWD,SUV - SMALL,2.4,4,AS6,X,11.2,9,10.2,28,242,regular gasoline,automatic with select shift
KIA,Sorento AWD,SUV - SMALL,3.3,6,AS8,X,12.3,9.5,11.1,25,261,regular gasoline,automatic with select shift
KIA,Soul,STATION WAGON - SMALL,2,4,AV,X,8.6,7.1,7.9,36,188,regular gasoline,continuously variable
KIA,Soul,STATION WAGON - SMALL,2,4,M6,X,9.6,7.6,8.7,32,206,regular gasoline,manual
KIA,Sportage,SUV - SMALL,2.4,4,AS6,X,10.1,7.6,9,31,214,regular gasoline,automatic with select shift
KIA,Sportage AWD,SUV - SMALL,2,4,AS6,X,12.1,9.6,11,26,261,regular gasoline,automatic with select shift
KIA,Sportage AWD,SUV - SMALL,2.4,4,AS6,X,10.8,9.1,10,28,239,regular gasoline,automatic with select shift
KIA,Stinger AWD,MID-SIZE,3.3,6,AS8,Z,13.6,9.6,11.8,24,279,premium gasoline,automatic with select shift
KIA,Telluride AWD,SUV - SMALL,3.8,6,AS8,X,12.5,9.6,11.2,25,264,regular gasoline,automatic with select shift
LAMBORGHINI,Aventador Coupe,TWO-SEATER,6.5,12,AM7,Z,26.2,15.5,21.4,13,485,premium gasoline,automated manual
LAMBORGHINI,Aventador Roadster,TWO-SEATER,6.5,12,AM7,Z,26.6,15.8,21.7,13,493,premium gasoline,automated manual
LAMBORGHINI,Huracan Coupe,TWO-SEATER,5.2,10,AM7,Z,18,12.9,15.7,18,370,premium gasoline,automated manual
LAMBORGHINI,Huracan Coupe AWD,TWO-SEATER,5.2,10,AM7,Z,18,12.9,15.7,18,370,premium gasoline,automated manual
LAMBORGHINI,Huracan Spyder,TWO-SEATER,5.2,10,AM7,Z,18,12.9,15.7,18,370,premium gasoline,automated manual
LAMBORGHINI,Huracan Spyder AWD,TWO-SEATER,5.2,10,AM7,Z,18,12.9,15.7,18,370,premium gasoline,automated manual
LAMBORGHINI,Urus,SUV - STANDARD,4,8,AS8,Z,19.2,14.1,16.9,17,384,premium gasoline,automatic with select shift
LAND ROVER,Discovery,SUV - STANDARD,3,6,AS8,Z,14.8,11.4,13.3,21,311,premium gasoline,automatic with select shift
LAND ROVER,Discovery TD6 Diesel,SUV - STANDARD,3,6,AS8,D,11.3,9.2,10.4,27,279,diesel,automatic with select shift
LAND ROVER,Discovery Sport P250,SUV - SMALL,2,4,AS9,Z,12.6,9.7,11.3,25,266,premium gasoline,automatic with select shift
LAND ROVER,Discovery Sport P290,SUV - SMALL,2,4,AS9,Z,12.3,9.8,11.1,25,262,premium gasoline,automatic with select shift
LAND ROVER,Range Rover 3.0,SUV - STANDARD,3,6,AS8,Z,12.2,9.4,11,26,258,premium gasoline,automatic with select shift
LAND ROVER,Range Rover TD6 Diesel,SUV - STANDARD,3,6,AS8,D,10.7,8.3,9.6,29,256,diesel,automatic with select shift
LAND ROVER,Range Rover 5.0 Supercharged,SUV - STANDARD,5,8,AS8,Z,14.4,11.2,12.9,22,305,premium gasoline,automatic with select shift
LAND ROVER,Range Rover 5.0 Supercharged LWB,SUV - STANDARD,5,8,AS8,Z,14.4,11.3,13,22,305,premium gasoline,automatic with select shift
LAND ROVER,Range Rover SVAutobiography Dynamic,SUV - STANDARD,5,8,AS8,Z,17.1,12.6,15.1,19,354,premium gasoline,automatic with select shift
LAND ROVER,Range Rover SVAutobiography LWB,SUV - STANDARD,5,8,AS8,Z,17.9,12.7,15.5,18,365,premium gasoline,automatic with select shift
LAND ROVER,Range Rover Sport 3.0,SUV - STANDARD,3,6,AS8,Z,12.6,9.6,11.3,25,264,premium gasoline,automatic with select shift
LAND ROVER,Range Rover Sport TD6 Diesel,SUV - STANDARD,3,6,AS8,D,10.7,8.3,9.6,29,256,diesel,automatic with select shift
LAND ROVER,Range Rover Sport Supercharged,SUV - STANDARD,5,8,AS8,Z,14.1,10.7,12.6,22,294,premium gasoline,automatic with select shift
LAND ROVER,Range Rover Sport SVR,SUV - STANDARD,5,8,AS8,Z,16.2,12,14.3,20,336,premium gasoline,automatic with select shift
LAND ROVER,Range Rover Evoque P250,SUV - SMALL,2,4,AS9,Z,11.8,8.7,10.4,27,245,premium gasoline,automatic with select shift
LAND ROVER,Range Rover Evoque P300,SUV - SMALL,2,4,AS9,Z,11.4,8.9,10.3,27,242,premium gasoline,automatic with select shift
LAND ROVER,Range Rover Velar P250,SUV - SMALL,2,4,AS8,Z,11.2,8.9,10.2,28,238,premium gasoline,automatic with select shift
LAND ROVER,Range Rover Velar P300,SUV - SMALL,2,4,AS8,Z,11.7,9.2,10.6,27,248,premium gasoline,automatic with select shift
LAND ROVER,Range Rover Velar P340,SUV - SMALL,3,6,AS8,Z,13,10,11.6,24,273,premium gasoline,automatic with select shift
LAND ROVER,Range Rover Velar P380,SUV - SMALL,3,6,AS8,Z,13,10,11.6,24,273,premium gasoline,automatic with select shift
LAND ROVER,Range Rover Velar SVAutobiography Dynamic,SUV - SMALL,5,8,AS8,Z,15.2,11.5,13.5,21,318,premium gasoline,automatic with select shift
LEXUS,ES 300h,MID-SIZE,2.5,4,AS6,X,5.5,5.2,5.3,53,124,regular gasoline,automatic with select shift
LEXUS,ES 350,MID-SIZE,3.5,6,AS8,X,10.7,7.2,9.1,31,213,regular gasoline,automatic with select shift
LEXUS,ES 350 F SPORT,MID-SIZE,3.5,6,AS8,X,10.9,7.5,9.4,30,219,regular gasoline,automatic with select shift
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.3,9.1,10.9,26,254,premium gasoline,automatic with select shift
LEXUS,GS F,COMPACT,5,8,AS8,Z,14.9,9.7,12.5,23,293,premium gasoline,automatic with select shift
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,16.2,12.3,14.5,19,337,premium gasoline,automatic with select shift
LEXUS,IS 300,COMPACT,2,4,AS8,Z,11,7.6,9.5,30,220,premium gasoline,automatic with select shift
LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,26,254,premium gasoline,automatic with select shift
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,26,254,premium gasoline,automatic with select shift
LEXUS,LC 500,SUBCOMPACT,5,8,AS10,Z,15.1,9.5,12.6,22,294,premium gasoline,automatic with select shift
LEXUS,LC 500h,SUBCOMPACT,3.5,6,AV10,Z,9,7.1,8.1,35,189,premium gasoline,continuously variable
LEXUS,LS 500 AWD,MID-SIZE,3.4,6,AS10,Z,13.2,8.7,11.1,25,262,premium gasoline,automatic with select shift
LEXUS,LS 500h AWD,MID-SIZE,3.5,6,AV10,Z,10.3,7.7,9.1,31,214,premium gasoline,continuously variable
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,19.2,14.3,16.9,17,395,premium gasoline,automatic with select shift
LEXUS,NX 300 AWD,SUV - SMALL,2,4,AS6,Z,10.7,8.5,9.7,29,226,premium gasoline,automatic with select shift
LEXUS,NX 300 AWD F SPORT,SUV - SMALL,2,4,AS6,Z,10.8,8.9,9.9,29,232,premium gasoline,automatic with select shift
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV6,X,7.2,7.9,7.5,38,176,regular gasoline,continuously variable
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,13.1,9.8,11.2,25,262,premium gasoline,automatic with select shift
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,13.1,9.8,11.2,25,262,premium gasoline,automatic with select shift
LEXUS,RC F,SUBCOMPACT,5,8,AS8,Z,14.4,9.6,12.2,23,285,premium gasoline,automatic with select shift
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.2,9,10.8,26,252,regular gasoline,automatic with select shift
LEXUS,RX 350 L AWD,SUV - SMALL,3.5,6,AS8,X,13.1,9.4,11.1,25,268,regular gasoline,automatic with select shift
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV6,Z,7.5,8.4,7.9,36,185,premium gasoline,continuously variable
LEXUS,RX 450h L AWD,SUV - STANDARD,3.5,6,AV6,Z,8.1,8.4,8.1,35,190,premium gasoline,continuously variable
LEXUS,UX 200,MID-SIZE,2,4,AS10,X,8,6.3,7.2,39,168,regular gasoline,automatic with select shift
LEXUS,UX 250h AWD,COMPACT,2,4,AV6,X,5.7,6.2,6,47,140,regular gasoline,continuously variable
LINCOLN,Aviator,SUV - STANDARD,3,6,AS10,X,13.7,9.7,11.9,24,280,regular gasoline,automatic with select shift
LINCOLN,Continental AWD,FULL-SIZE,2.7,6,AS6,X,14,9.5,12,24,281,regular gasoline,automatic with select shift
LINCOLN,Continental AWD,FULL-SIZE,3,6,AS6,X,14.5,9.8,12.3,23,289,regular gasoline,automatic with select shift
LINCOLN,Continental AWD,FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,23,287,regular gasoline,automatic with select shift
LINCOLN,Corsair AWD,SUV - SMALL,2,4,AS8,X,11.1,8.1,9.8,29,229,regular gasoline,automatic with select shift
LINCOLN,Corsair AWD,SUV - SMALL,2.3,4,AS8,X,11.1,8.2,9.8,29,230,regular gasoline,automatic with select shift
LINCOLN,MKZ AWD,MID-SIZE,2,4,AS6,X,12.1,8.4,10.4,27,245,regular gasoline,automatic with select shift
LINCOLN,MKZ Hybrid,MID-SIZE,2,4,AV,X,5.5,5.7,5.6,50,131,regular gasoline,continuously variable
LINCOLN,Nautilus AWD,SUV - SMALL,2,4,AS8,X,12,9.6,10.7,26,250,regular gasoline,automatic with select shift
LINCOLN,Nautilus AWD,SUV - SMALL,2.7,6,AS8,X,12.5,9.2,11,26,258,regular gasoline,automatic with select shift
LINCOLN,Navigator 4X4,SUV - STANDARD,3.5,6,AS10,X,15,11.5,13.4,21,315,regular gasoline,automatic with select shift
MASERATI,Ghibli,MID-SIZE,3,6,AS8,Z,14.1,9.8,12.2,23,286,premium gasoline,automatic with select shift
MASERATI,Ghibli S,MID-SIZE,3,6,AS8,Z,14.1,9.8,12.2,23,286,premium gasoline,automatic with select shift
MASERATI,Ghibli S Q4,MID-SIZE,3,6,AS8,Z,14.7,9.9,12.6,22,295,premium gasoline,automatic with select shift
MASERATI,Levante,SUV - STANDARD,3,6,AS8,Z,15.9,11.1,13.7,21,324,premium gasoline,automatic with select shift
MASERATI,Levante S,SUV - STANDARD,3,6,AS8,Z,15.9,11.1,13.7,21,324,premium gasoline,automatic with select shift
MASERATI,Levante GTS,SUV - STANDARD,3.8,8,AS8,Z,17.3,12.9,15.3,18,360,premium gasoline,automatic with select shift
MASERATI,Levante Trofeo,SUV - STANDARD,3.8,8,AS8,Z,17.3,12.9,15.3,18,360,premium gasoline,automatic with select shift
MASERATI,Quattroporte S,FULL-SIZE,3,6,AS8,Z,14.1,9.8,12.2,23,286,premium gasoline,automatic with select shift
MASERATI,Quattroporte S Q4,FULL-SIZE,3,6,AS8,Z,15,10.3,12.8,22,301,premium gasoline,automatic with select shift
MASERATI,Quattroporte GTS,FULL-SIZE,3.8,8,AS8,Z,16,10.8,13.7,21,321,premium gasoline,automatic with select shift
MAZDA,CX-3,COMPACT,2,4,AS6,X,8.3,6.9,7.7,37,179,regular gasoline,automatic with select shift
MAZDA,CX-3 (SIL),COMPACT,2,4,M6,X,8.8,7,8,35,186,regular gasoline,manual
MAZDA,CX-3 4WD,COMPACT,2,4,AS6,X,8.6,7.4,8.1,35,189,regular gasoline,automatic with select shift
MAZDA,CX-30,SUV - SMALL,2,4,AS6,X,8.9,7.1,8.1,35,189,regular gasoline,automatic with select shift
MAZDA,CX-30,SUV - SMALL,2.5,4,AS6,X,9.3,7.1,8.3,34,194,regular gasoline,automatic with select shift
MAZDA,CX-30 4WD,SUV - SMALL,2,4,AS6,X,9.4,7.7,8.6,33,202,regular gasoline,automatic with select shift
MAZDA,CX-30 4WD,SUV - SMALL,2.5,4,AS6,X,9.9,7.7,8.9,32,208,regular gasoline,automatic with select shift
MAZDA,CX-30 4WD (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,9.5,7.4,8.6,33,200,regular gasoline,automatic with select shift
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.7,7.8,8.8,32,206,regular gasoline,automatic with select shift
MAZDA,CX-5 (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,9.3,7.6,8.5,33,201,regular gasoline,automatic with select shift
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,10.2,8.2,9.3,30,217,regular gasoline,automatic with select shift
MAZDA,CX-5 4WD (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,9.8,7.9,9,31,208,regular gasoline,automatic with select shift
MAZDA,CX-5 Turbo 4WD,SUV - SMALL,2.5,4,AS6,X,10.8,8.7,9.8,29,230,regular gasoline,automatic with select shift
MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS6,X,11.6,9.1,10.5,27,244,regular gasoline,automatic with select shift
MAZDA,Mazda3 4-Door,COMPACT,2,4,AS6,X,8.4,6.6,7.6,37,178,regular gasoline,automatic with select shift
MAZDA,Mazda3 4-Door (SIL),COMPACT,2,4,M6,X,8.7,6.4,7.7,37,180,regular gasoline,manual
MAZDA,Mazda3 4-Door,COMPACT,2.5,4,AS6,X,8.8,6.4,7.7,37,181,regular gasoline,automatic with select shift
MAZDA,Mazda3 4-Door (Cylinder Deactivation),COMPACT,2.5,4,AS6,X,8.8,6.6,7.8,36,183,regular gasoline,automatic with select shift
MAZDA,Mazda3 4-Door 4WD,COMPACT,2.5,4,AS6,X,9.2,7,8.2,34,192,regular gasoline,automatic with select shift
MAZDA,Mazda3 5-Door,MID-SIZE,2,4,AS6,X,8.6,6.7,7.7,37,181,regular gasoline,automatic with select shift
MAZDA,Mazda3 5-Door (SIL),MID-SIZE,2,4,M6,X,8.7,6.6,7.8,36,181,regular gasoline,manual
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,AS6,X,9,6.8,8,35,187,regular gasoline,automatic with select shift
MAZDA,Mazda3 5-Door (SIL),MID-SIZE,2.5,4,M6,X,9.2,6.6,8.1,35,189,regular gasoline,manual
MAZDA,Mazda3 5-Door 4WD,MID-SIZE,2.5,4,AS6,X,9.8,7.4,8.7,32,204,regular gasoline,automatic with select shift
MAZDA,Mazda6,MID-SIZE,2.5,4,AS6,X,9,6.7,8,35,188,regular gasoline,automatic with select shift
MAZDA,Mazda6 Turbo,MID-SIZE,2.5,4,AS6,X,10,7.5,8.9,32,208,regular gasoline,automatic with select shift
MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,9,6.6,7.9,36,186,premium gasoline,automatic with select shift
MAZDA,MX-5 (SIL),TWO-SEATER,2,4,M6,Z,9,7,8.1,35,189,premium gasoline,manual
MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3,6,A9,Z,12.4,8.7,10.7,26,253,premium gasoline,automatic
MERCEDES-BENZ,AMG C 43 4MATIC Cabriolet,SUBCOMPACT,3,6,A9,Z,12.7,9.2,11.2,25,263,premium gasoline,automatic
MERCEDES-BENZ,AMG C 43 4MATIC Coupe,SUBCOMPACT,3,6,A9,Z,12.9,8.8,11.1,25,255,premium gasoline,automatic
MERCEDES-BENZ,AMG C 43 4MATIC Wagon,STATION WAGON - SMALL,3,6,A9,Z,12.4,8.9,10.8,26,255,premium gasoline,automatic
MERCEDES-BENZ,AMG C 63,COMPACT,4,8,A9,Z,13.2,8.7,11.2,25,263,premium gasoline,automatic
MERCEDES-BENZ,AMG C 63 S,COMPACT,4,8,A9,Z,13.2,8.7,11.2,25,263,premium gasoline,automatic
MERCEDES-BENZ,AMG C 63 S Cabriolet,SUBCOMPACT,4,8,A9,Z,13.9,9.7,12,24,282,premium gasoline,automatic
MERCEDES-BENZ,AMG C 63 S Coupe,SUBCOMPACT,4,8,A9,Z,13.9,9.2,11.8,24,277,premium gasoline,automatic
MERCEDES-BENZ,AMG CLS 53 4MATIC+,COMPACT,3,6,A9,Z,12.4,8.7,10.7,26,235,premium gasoline,automatic
MERCEDES-BENZ,AMG E 53 4MATIC+,MID-SIZE,3,6,A9,Z,11.2,8.3,9.9,29,232,premium gasoline,automatic
MERCEDES-BENZ,AMG E 53 4MATIC+ Cabriolet,SUBCOMPACT,3,6,A9,Z,12.5,9,10.9,26,245,premium gasoline,automatic
MERCEDES-BENZ,AMG E 53 4MATIC+ Coupe,SUBCOMPACT,3,6,A9,Z,12.3,8.5,10.6,27,237,premium gasoline,automatic
MERCEDES-BENZ,AMG E 63 S 4MATIC+,MID-SIZE,4,8,A9,Z,16,10.5,13.5,21,318,premium gasoline,automatic
MERCEDES-BENZ,AMG E 63 S 4MATIC+ Wagon,STATION WAGON - MID-SIZE,4,8,A9,Z,14.6,10.4,12.7,22,299,premium gasoline,automatic
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,4,8,A9,Z,18.1,15.6,17,17,396,premium gasoline,automatic
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,SUV - SMALL,4,8,A9,Z,15,10.9,13.2,21,309,premium gasoline,automatic
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ Coupe,SUV - SMALL,4,8,A9,Z,15,10.9,13.2,21,309,premium gasoline,automatic
MERCEDES-BENZ,AMG GT R Coupe,TWO-SEATER,4,8,AM7,Z,15.9,11.8,14,20,327,premium gasoline,automated manual
MERCEDES-BENZ,AMG S 63 4MATIC+,FULL-SIZE,4,8,A9,Z,14.1,8.9,11.8,24,275,premium gasoline,automatic
MERCEDES-BENZ,AMG S 63 4MATIC+ Cabriolet,SUBCOMPACT,4,8,A9,Z,15.8,9.8,13.1,22,306,premium gasoline,automatic
MERCEDES-BENZ,AMG S 63 4MATIC+ Coupe,COMPACT,4,8,A9,Z,14,8.7,11.6,24,271,premium gasoline,automatic
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6,12,A7,Z,18.6,10.9,15.1,19,356,premium gasoline,automatic
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2,4,A9,Z,11,7.3,9.4,30,219,premium gasoline,automatic
MERCEDES-BENZ,C 300 4MATIC Cabriolet,SUBCOMPACT,2,4,A9,Z,11.3,8.1,9.9,29,231,premium gasoline,automatic
MERCEDES-BENZ,C 300 4MATIC Coupe,SUBCOMPACT,2,4,A9,Z,10.9,7.7,9.5,30,221,premium gasoline,automatic
MERCEDES-BENZ,C 300 4MATIC Wagon,STATION WAGON - SMALL,2,4,A9,Z,10.9,7.7,9.5,30,221,premium gasoline,automatic
MERCEDES-BENZ,CLS 450 4MATIC,COMPACT,3,6,A9,Z,11.3,7.9,9.8,29,213,premium gasoline,automatic
MERCEDES-BENZ,E 450 4MATIC Cabriolet,SUBCOMPACT,3,6,A9,Z,12.7,10.1,11.6,24,271,premium gasoline,automatic
MERCEDES-BENZ,E 450 4MATIC Coupe,SUBCOMPACT,3,6,A9,Z,12.5,9.1,11,26,257,premium gasoline,automatic
MERCEDES-BENZ,G 550,SUV - STANDARD,4,8,A9,Z,18,14.1,16.3,17,378,premium gasoline,automatic
MERCEDES-BENZ,Maybach S 560 4MATIC,FULL-SIZE,4,8,A9,Z,14.4,9.5,12.2,23,286,premium gasoline,automatic
MERCEDES-BENZ,Maybach S 650,FULL-SIZE,6,12,A7,Z,18.4,11.1,15.1,19,355,premium gasoline,automatic
MERCEDES-BENZ,S 450 4MATIC SWB,MID-SIZE,3,6,A9,Z,12.8,8.5,10.8,26,253,premium gasoline,automatic
MERCEDES-BENZ,S 560 4MATIC,FULL-SIZE,4,8,A9,Z,13.5,8.6,11.3,25,265,premium gasoline,automatic
MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4,8,A9,Z,13.5,8.6,11.3,25,265,premium gasoline,automatic
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A9,Z,13.5,9.3,11.6,24,270,premium gasoline,automatic
MERCEDES-BENZ,SLC 300,TWO-SEATER,2,4,A9,Z,10,7.3,8.8,32,205,premium gasoline,automatic
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3,AM7,Z,8.3,6.4,7.5,38,174,premium gasoline,automated manual
MINI,Cooper 5 Door,SUBCOMPACT,1.5,3,AM7,Z,8.3,6.4,7.5,38,174,premium gasoline,automated manual
MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3,AS8,Z,9.7,7,8.5,33,197,premium gasoline,automatic with select shift
MINI,Cooper Convertible,MINICOMPACT,1.5,3,AM7,Z,8.3,6.4,7.5,38,174,premium gasoline,automated manual
MINI,Cooper Countryman ALL4,MID-SIZE,1.5,3,AS8,Z,9.8,7.1,8.6,33,200,premium gasoline,automatic with select shift
MINI,Cooper S 3 Door,SUBCOMPACT,2,4,AM7,Z,8.9,6.6,7.9,36,184,premium gasoline,automated manual
MINI,Cooper S 5 Door,SUBCOMPACT,2,4,AM7,Z,8.9,6.6,7.9,36,184,premium gasoline,automated manual
MINI,Cooper S Clubman ALL4,MID-SIZE,2,4,AS8,Z,10.2,7.4,8.9,32,207,premium gasoline,automatic with select shift
MINI,Cooper S Convertible,MINICOMPACT,2,4,AM7,Z,9.2,6.9,8.1,35,191,premium gasoline,automated manual
MINI,Cooper S Countryman ALL4,MID-SIZE,2,4,AS8,Z,10.4,7.5,9.1,31,212,premium gasoline,automatic with select shift
MINI,John Cooper Works 3 Door,SUBCOMPACT,2,4,AS8,Z,9.2,6.9,8.1,35,190,premium gasoline,automatic with select shift
MINI,John Cooper Works Clubman ALL4,MID-SIZE,2,4,AS8,Z,10.1,7.6,9,31,210,premium gasoline,automatic with select shift
MINI,John Cooper Works Convertible,MINICOMPACT,2,4,AS8,Z,9.4,7.1,8.3,34,194,premium gasoline,automatic with select shift
MINI,John Cooper Works Countryman ALL4,MID-SIZE,2,4,AS8,Z,10,7.8,9,31,210,premium gasoline,automatic with select shift
MITSUBISHI,Eclipse Cross 4WD,SUV - SMALL,1.5,4,AV8,X,9.6,8.9,9.3,30,216,regular gasoline,continuously variable
MITSUBISHI,Mirage,COMPACT,1.2,3,AV,X,6.6,5.6,6.2,46,143,regular gasoline,continuously variable
MITSUBISHI,Mirage,COMPACT,1.2,3,M5,X,7.1,5.8,6.5,43,151,regular gasoline,manual
MITSUBISHI,Outlander 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,31,212,regular gasoline,continuously variable
MITSUBISHI,Outlander 4WD,SUV - SMALL,3,6,A6,Z,12,8.8,10.6,27,246,premium gasoline,automatic
MITSUBISHI,RVR,SUV - SMALL,2,4,AV6,X,9.7,7.8,8.8,32,206,regular gasoline,continuously variable
MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,AV6,X,10.1,8.2,9.2,31,213,regular gasoline,continuously variable
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,10.3,8.3,9.4,30,218,regular gasoline,continuously variable
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.3,11.1,25,261,premium gasoline,automatic with select shift
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,270,premium gasoline,manual
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,AS7,Z,13,9.7,11.5,25,271,premium gasoline,automatic with select shift
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,279,premium gasoline,manual
NISSAN,Altima AWD,MID-SIZE,2.5,4,AV,X,9.1,6.5,7.9,36,186,regular gasoline,continuously variable
